SMILES,predictions
N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,N[C@@H](C(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1 N[C@H](CO)[C@H](O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc([N+](=O)[O-])cc1 O=[N+]([O-])c1ccc([C@@H](O)CO)cc1 N[C@@H](CS)[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@@H](N)CO)cc1 O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)NO)cc1 O=[N+]([O-])c1ccc([C@@H](O)[C@@H](COP(=O)(O)O)NO)cc1 N[C@H](COP(=O)(O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1 NC(COP(=O)(O)O)C(O)c1ccc([N+](=O)[O-])cc1 CC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 NC(CO)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc([N+](=O)[O-])cc1 NC[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@H](N)CO)cc1 CC(=O)N[C@@H](COP(=O)(O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1
CN(C)CCCN1c2ccccc2CCc2ccccc21,O=C(O)CCN1c2ccccc2CCc2ccccc21 CN(C)CCCN1c2ccccc2CCc2ccc(O)cc21 C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21 CN(C)CCCN1c2ccccc2CCc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc21 CN(C)CCCN1c2ccccc2CC(O)c2ccccc21 OCCCN1c2ccccc2CCc2ccccc21 CN(C)CCCN1c2ccccc2C[C@H](O)c2ccccc21 CNCCCN1c2ccccc2CCc2ccccc21 CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21 CN(C)CCCN1c2ccccc2C[C@@H](O)c2ccccc21
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCCCc1ccccc1 CNCC[C@H](Oc1ccc(O)cc1C)c1ccccc1 CNCCC(O)c1ccccc1 CNCC[C@@H](Oc1cccc(O)c1C)c1ccccc1 CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1 CNCC[C@H](Oc1ccccc1C)c1ccc(O)cc1 CNCC[C@@H](O)c1ccccc1 CNCC[C@@H](Oc1ccccc1C)c1ccc(O)cc1 CNCC[C@@H](Oc1ccccc1C(=O)O)c1ccccc1 Cc1ccccc1O[C@@H](CCN)c1ccccc1 Cc1ccccc1O[C@H](CCN)c1ccccc1 CNCC[C@@](O)(Oc1ccccc1C)c1ccccc1 CNCC[C@H](Oc1cccc(O)c1C)c1ccccc1 CNCC[C@@H](Oc1ccccc1CO)c1ccccc1
CN1C(C(O)=Nc2ncc(CO)s2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(O)=Nc2ncc(COS(=O)(=O)O)s2)=C(O)c2ccccc2S1(=O)=O CN1C(C(=O)Nc2ncc(CO)s2)=C(O)c2ccccc2S1(=O)=O CN1C(C(O)=Nc2ncc(C(=O)O)s2)=C(O)c2ccccc2S1(=O)=O CN1C(C(O)=Nc2ncc(CO)s2)=C(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc2S1(=O)=O CN1C(C(O)=Nc2ncc(COC3OC(C(=O)O)C(O)C(O)C3O)s2)=C(O)c2ccccc2S1(=O)=O Cc1cnc(N=C(O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1 O=C(O)C1=C(O)c2ccccc2S(=O)(=O)N1 O=S1(=O)NC(C(O)=Nc2ncc(CO)s2)=C(O)c2ccccc21 CN1C(C(O)=Nc2ncc(CO)s2)=C(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc2S1(=O)=O CN1C(C(O)=Nc2nc(O)c(CO)s2)=C(O)c2ccccc2S1(=O)=O CN1C(C(O)=Nc2ncc(C=O)s2)=C(O)c2ccccc2S1(=O)=O
CC(C)(N)Cc1ccccc1,CC(C)(N)Cc1cccc(O)c1 CC(C)(O)Cc1ccccc1 CC(N)(CO)Cc1ccccc1 CC(C)(N)Cc1ccc(O)cc1 CC(C)(Cc1ccccc1)NO C[C@@](N)(CO)Cc1ccccc1 CC(C)Cc1ccccc1 CC(=O)NC(C)(C)Cc1ccccc1 CC(C)(N)Cc1ccc(C(=O)O)cc1 CC(C)(N)Cc1cccc(C(=O)O)c1 CC(C)(N)C(O)c1ccccc1 C=C(C)Cc1ccccc1 CC(C)(N)[C@@H](O)c1ccccc1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C Cn1c(=O)c2c(ncn2C)n(CO)c1=O Cn1c(=O)[nH]c2ncn(C)c2c1=O Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O Cn1c(=O)c2c(ncn2C=O)n(C)c1=O Cn1c(=O)c2nc[nH]c2n(C)c1=O Cn1c(=O)c2[nH]cnc2n(C)c1=O Cn1c(=O)c2c(ncn2CO)n(C)c1=O Cn1c(=O)c2c(nc(O)n2C)n(C)c1=O Cn1cnc2c1c(=O)n(CO)c(=O)n2C
CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CNC)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(C[S@@](=O)c1ccccc1)n2C CCOC(=O)c1c(CS(=O)c2ccc(OC)cc2)n(C)c2cc(Br)c(O)c(CNC)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(CS(=O)c1ccccc1)n2C CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN)c12 CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CNC)c12 CCOC(=O)c1c(C)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(CSc1ccccc1)n2C CCOC(=O)c1c(C(O)S(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(CS(=O)(=O)c1ccccc1)n2C CCOC(=O)c1c(CS(=O)c2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CNC)c12
CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)c2ccc(OC)cc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(C[S@@](=O)c1ccccc1)n2C CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CS(=O)(=O)c1ccccc1)n2C CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)c2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(C(O)S(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)c2ccccc2)[nH]c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CSc2ccccc2)[nH]c2cc(Br)c(O)c(CN(C)C)c12 CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CS(=O)c1ccccc1)n2C CCOC(=O)c1c(C)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CSc1ccccc1)n2C
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12 O=C1c2ccccc2N(C(=O)O)C2c3[nH]c4ccccc4c3CCN12 CN1c2ccccc2C(=O)N2CCc3c([nH]c4cc(O)ccc34)[C@@H]21 CN1c2cc(O)ccc2C(=O)N2CCc3c([nH]c4ccccc34)C21 CN1c2cc(O)ccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]21 CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)[C@@H]21 O=C1c2ccccc2N(CO)C2c3[nH]c4ccccc4c3CCN12 CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21 CN1c2ccccc2C(=O)N2CC(O)c3c([nH]c4ccccc34)C21 CN1c2ccccc2C(=O)N2CC(=O)c3c([nH]c4ccccc34)C21 O=C1c2ccccc2NC2c3[nH]c4ccccc4c3CCN12 CN1c2ccccc2C(=O)N2CCc3c([nH]c4cc(O)ccc34)C21 O=C1c2ccccc2NC2c3ccccc3CCN12
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2O)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(O)c(Cl)cc4o3)CCC2C)c1 CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(CO)ccc1-n1nccn1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)cc(O)c4o3)CCC2C)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)C(O)CC2C)c1 Cc1ccc(-n2ncc(O)n2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC(O)C2C)c1 Cc1ccc(-n2ncc(=O)[nH]2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)C(O)C[C@@H]2C)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)cc(O)c4o3)CC[C@@H]2C)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)c(O)cc4o3)CCC2C)c1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2(C)O)c1 CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(C(=O)O)ccc1-n1nccn1 Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)C[C@@H](O)[C@@H]2C)c1
N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl,N=C(N)NC(=O)Cc1c(Cl)cc(O)c(O)c1Cl CSc1c(O)ccc(Cl)c1CC(=O)NC(=N)N N=C(N)NC(=O)Cc1cc(O)ccc1Cl N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1OC1OC(C(=O)O)C(O)C(O)C1O NC(=O)Cc1c(Cl)ccc(O)c1Cl O=C(O)Cc1c(Cl)ccc(O)c1Cl N/C(=N\O)NC(=O)Cc1c(Cl)ccc(O)c1Cl N=C(N)NC(=O)Cc1c(Cl)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1Cl N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1O O=CCc1c(Cl)ccc(O)c1Cl N/C(=N/O)NC(=O)Cc1c(Cl)ccc(O)c1Cl N=C(N)NC(=O)Cc1c(Cl)ccc(OS(=O)(=O)O)c1Cl
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NCO[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C CCC1OC(=O)C(C)C(=O)C(C)C(O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(C)C2NC(=O)OC12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@H]12 CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(CO)C2NC(=O)OC12C CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(C)C2NC(=O)OC12C
O=C1N[C@@H](Cc2ccc3[nH]cc(CCO)c3c2)CO1,O=C1N[C@@H](Cc2ccc3[nH]cc(CCOP(=O)(O)O)c3c2)CO1 O=C1N[C@@H](Cc2ccc3[nH]c(O)c(CCO)c3c2)CO1 O=C1OC[C@@H]2Cc3ccc4[nH]cc(c4c3)CCN12 O=C(O)C1OC(N2C(=O)OC[C@@H]2Cc2ccc3[nH]cc(CCO)c3c2)C(O)C(O)C1O O=CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12 O=C1OC[C@H](Cc2ccc3[nH]cc(CCO)c3c2)N1O O=C1N[C@@H](Cc2ccc3[nH]cc(C(O)CO)c3c2)CO1 O=C1N[C@@H](Cc2ccc3[nH]cc(CCOC4OC(C(=O)O)C(O)C(O)C4O)c3c2)CO1 O=C1OCC2Cc3ccc4[nH]cc(c4c3)CCN12 O=CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12 O=C1N[C@@H](Cc2ccc3[nH]cc([C@@H](O)CO)c3c2)CO1 O=C(O)Cc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCC(O)C2)cc1 C[C@H](CO)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCC[C@@H]2O)cc1 CC(CO)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CC[C@H](O)C2)cc1 CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2O)cc1 CC(C)(O)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 CC1CN(Cc2ccc(-c3ccccc3S(=O)(=O)N3CCCC3)cc2)C1 CC(C)CN(O)Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 CC(=O)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 CC(C)C(O)NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1 CC1CN(Cc2ccc(-c3ccccc3S(=O)(=O)N3CCCC3)cc2)C1O CC(C)C(=O)NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OS(=O)(=O)O)[C@H]2O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](S(C)=O)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@@H]2O[C@H](S(C)=O)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1O CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OS(=O)(=O)O)[C@@H](O)[C@H]2O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)N(C)C1 CCC[C@@H]1C[C@@H](C=O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2OS(=O)(=O)O)N(C)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)N(C)C1 CCC[C@H]1CN[C@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1 CCC[C@H]1CN[C@H](C(=O)NC(C(C)Cl)[C@@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1 CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)[C@@H]1O
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N[C@@H]1O CCC1(c2ccccc2)C(=O)NC(=O)NC1=O CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(O)C1=O CCC1(c2ccccc2)C(=O)NC(=O)N(O)C1=O O=C1NC(=O)C(CCO)(c2ccccc2)C(=O)N1 CCC1(c2ccccc2)C(=O)NC(=O)NC1O CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O CCC(C(=O)O)(C(=O)NC(N)=O)c1ccccc1 CC(O)C1(c2ccccc2)C(=O)NC(=O)NC1=O CCC1(c2ccccc2)C(=O)NC(=O)N=C1O
CC1(C=O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CC1=CN2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1 CC1(C(=O)O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C=O)S[C@@H]2[C@H](NC(=O)Cc3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2S1 CC1(C=O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C=O)S[C@@H]2[C@H](NC(=O)[C@@H](N=C(O)CC[C@H](N)C(=O)O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C=O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OS(=O)(=O)O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C=O)SC2C(NC(=O)Cc3ccc(O)cc3)C(=O)N2C1C(=O)O CC1(C=O)S[C@@H]2[C@H](NC(=O)[C@@H](NO)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O C[C@@]1(C(=O)O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O C[C@@]1(O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(O)c3)CC2)=C(c2ccc(Cl)cc2)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)[C@@H]1O C[C@@]1(CO)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1 CC1(CO)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)c(O)c2)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]c(O)cc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2O)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N(O)CC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1 CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1O
N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1,N#Cc1ccc(C(O)c2ccc(C(=N)N)cc2)cc1 N#Cc1ccc(C(O)c2ccc(C#N)cc2O)cc1 N#Cc1ccc(Cc2ccc(C#N)cc2)cc1 N#Cc1ccc(C(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(C#N)cc2)cc1 CNC(=O)c1ccc(C#N)cc1 N#Cc1ccc([C@@H](O)c2ccc(C#N)cc2O)cc1 N#Cc1ccc(C(=O)c2ccc(C#N)cc2)cc1 N#Cc1ccc(C(O)c2ccc(C(N)=O)cc2)cc1 N#Cc1ccc([C@@H](O)c2ccc(C#N)c(O)c2)cc1 N#Cc1ccc(C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(C#N)cc2)cc1 N#Cc1ccc(C(O)c2ccc(C#N)c(O)c2)cc1
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,N#C[C@@]1(c2ccc3c(N)ncnn23)C[C@H](O)[C@@H](COP(=O)(O)O)O1 N#C[C@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](O)C1=O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1OS(=O)(=O)O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O N#C[C@]1(c2cc(O)c3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O N#C[C@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O N#C[C@]1(c2ccc3c(N)ncnn23)C[C@H](O)[C@@H](COP(=O)(O)O)O1 N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](O)C1=O N#C[C@@]1(c2cc(O)c3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]1O N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1OP(=O)(O)O
