SMILES,predictions
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@@H](O)C4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/OS(=O)(=O)O)CC[C@@H]4[C@H]3CC[C@@]21CC C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC[C@@H]4CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,CC(C)(C)c1cc(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)c1O COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2cc(O)c(=O)[nH]c2=O)cc1C(C)(C)C COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(N2CCC(=O)NC2=O)cc1C(C)(C)C COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)n(C3OC(C(=O)O)C(O)C(O)C3O)c2=O)cc1C(C)(C)C COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)CO
CCN(CC)CCOC(=O)c1ccc(N)cc1,CCNCCO CCN(CC)CCOC(=O)c1ccc(NC(C)=O)cc1 CCNCCOC(=O)c1ccc(N)cc1 CCN(CC)CC(=O)O Nc1ccc(C(=O)O)cc1 CCN(CC)CCOC(=O)c1ccc(N)c(O)c1
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC(O)N[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21 CCN[C@H]1C[C@H](CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21 C[C@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21 CC(O)N[C@H]1C[C@@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21 CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(=O)(=O)NC3OC(C(=O)O)C(O)C(O)C3O)cc21
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2=O)cc1 CS(=O)(=O)c1ccc(C2C(O)OC(=O)C2c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2=C(c3ccc(O)cc3)C(=O)OC2O)cc1 CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2OC2OC(C(=O)O)C(O)C(O)C2O)cc1 CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
O=S1N=C(N2CCNCC2)c2ccccc21,O=C1CNCCN1C1=NS(=O)c2ccccc21 O=S(=O)(O)c1ccccc1N1CCNCC1 O=S1N=C(N2CCNCC2)c2ccc(O)cc21 O=C1CN(C2=NS(=O)c3ccccc32)CCN1 O=S1N=C(N2CCN(O)CC2)c2ccccc21 O=S1N=C(N2CCNCC2)c2cc(O)ccc21
Oc1cnc2c(c1)CCc1cc(Cl)ccc1C2=C1CCNCC1,O=C(O)C1OC(N2CCC(=C3c4ccc(Cl)cc4CCc4cc(O)cnc43)CC2)C(O)C(O)C1O Oc1cnc2c(c1)CC(O)c1cc(Cl)ccc1C2=C1CCNCC1 O=C1CC(=C2c3ccc(Cl)cc3CCc3cc(O)cnc32)CCN1 Oc1cnc2c(c1)C(O)Cc1cc(Cl)ccc1C2=C1CCNCC1 Oc1cnc2c(c1O)CCc1cc(Cl)ccc1C2=C1CCNCC1 O=C(O)C1OC(Oc2cnc3c(c2)CCc2cc(Cl)ccc2C3=C2CCNCC2)C(O)C(O)C1O
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Nc1nnc(-c2ccc(O)c(Cl)c2Cl)c(N)n1 Nc1nnc(-c2cc(O)cc(Cl)c2Cl)c(N)n1 N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1 Nc1nnc(-c2cccc(Cl)c2Cl)c(NC2OC(C(=O)O)C(O)C(O)C2O)n1 CC(=O)Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1 Nc1nnc(-c2cccc(Cl)c2Cl)c(=O)[nH]1
Nc1ccncc1N,CC(=O)Nc1ccncc1N CC(=O)Nc1cnccc1N Nc1cnc(O)cc1N C[n+]1ccc(N)c(N)c1 CC(=O)NC1=CNC=CC1N Nc1cc[nH]c(=O)c1N
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,CC(C)(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1 O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1 O=C(O)C/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1 CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1 CC(C)(O)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1 O=C(O)CC(O)C/C=C\CC1C(O)CC(O)C1/C=C/C(O)COc1cccc(C(F)(F)F)c1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,C[C@H]1C[C@H]2[C@@H]3C[C@@H](O)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COP(=O)(O)O C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1=O C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)C(=O)COP(=O)(O)O C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)OP(=O)(O)O
CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CC(O)c2ccccc21 NCCCN1c2ccccc2CCc2ccccc21 CNCCCN1c2ccccc2CCc2cc(O)ccc21 CNCCCN1c2ccccc2C[C@H](O)c2ccccc21 CNCCCN1c2ccccc2CCc2c(O)cccc21
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,CN(C)C(=O)OC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1 N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)OCC(=O)O)cc2)cc1 CN(C)C(=O)COC(=O)Cc1ccc(O)cc1 CNC(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1 CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1
CNCCCN1c2ccccc2CCc2cc(O)ccc21,CNCCCN1c2ccc(O)cc2CCc2c(O)cccc21 CNCCCN1c2ccccc2CCC2=CC(=O)C=CC21 CNCCCN1c2ccccc2CCc2cc(O)c(O)cc21 CNCCCN1c2ccccc2CCc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21 CNCCCN1c2ccccc2CC(O)c2cc(O)ccc21 NCCCN1c2ccccc2CCc2cc(O)ccc21
